Name,Ticker,Country,Industry,Sector,Business Summary,Beta,Trailing PE,Forward PE,Price to Book,Market Cap,Shares Outstanding,Book Value,Trailing EPS,Forward EPS,PEG Ratio,Enterprise to Revenue,Enterprise to EBITDA,Total Revenue,Debt to Equity,Revenue per Share,Return on Assets,Return on Equity
Addus HomeCare Corporation,ADUS,United States,Medical Care Facilities,Healthcare,"Addus HomeCare Corporation, together with its subsidiaries, provides personal care services to elderly, chronically ill, disabled persons, and individuals who are at risk of hospitalization or institutionalization in the United States. The company operates through three segments: Personal Care, Hospice, and Home Health. The Personal Care segment provides non-medical assistance with activities of daily living. This segment offers services that include assistance with bathing, grooming, oral care, feeding and dressing, medication reminders, meal planning and preparation, housekeeping, and transportation services. The Hospice segment provides palliative nursing care, social work, spiritual counseling, homemaker, and bereavement counseling services for people who are terminally ill, as well as related services for their families. The Home Health segment offers skilled nursing and physical, occupational, and speech therapy for the individuals who requires assistance during an illness or after hospitalization. The company's payor clients include federal, state, and local governmental agencies; managed care organizations; commercial insurers; and private individuals. Addus HomeCare Corporation was founded in 1979 and is headquartered in Frisco, Texas.",1.01,31.673811,22.471283,2.583508,2418019840,18100300,51.492,4.2,5.92,2.08,2.025,18.685,1114739968,5.38,69.374,0.06519,0.08677
"Adverum Biotechnologies, Inc.",ADVM,United States,Biotechnology,Healthcare,"Adverum Biotechnologies, Inc., a clinical-stage company, develops gene therapy product candidates to treat ocular diseases. Its lead product candidate is ixoberogene soroparvovec (ADVM-022), a single intravitreal injection gene therapy candidate used for the treatment of patients with wet age-related macular degeneration and diabetic macular edema which is in phase 2 clinical trials. The company is developing ADVM-062 (AAV.7m8-L-opsin), a novel gene therapy product candidate for the treatment of blue cone monochromacy via a single IVT injection. Adverum Biotechnologies, Inc. has license and collaboration agreements with University of California; GenSight Biologics; Lexeo Therapeutics; and Virovek, Inc. The company was formerly known as Avalanche Biotechnologies, Inc. and changed its name to Adverum Biotechnologies, Inc. in May 2016. Adverum Biotechnologies, Inc. was incorporated in 2006 and is headquartered in Redwood City, California.",1.058,N/A,-1.5792811,0.9247338,155382720,20800900,8.078,-8.02,-4.73,N/A,N/A,-0.535,N/A,43.974,N/A,-0.27306,-0.66756
Addex Therapeutics Ltd,ADXN,Switzerland,Biotechnology,Healthcare,"Addex Therapeutics Ltd discovers, develops, and commercializes small-molecule pharmaceutical products for central nervous system (CNS) disorders in Switzerland. The company focuses on the discovery of G-protein coupled receptors and enzymes. Its lead programs include Dipraglurant for the treatment of Parkinson's disease levodopa-induced dyskinesia and dystonia, and post-stroke/TBI recovery; ADX71149, a novel orally active metabotropic glutamate receptor subtype 2 positive allosteric modulator (mGlu2 PAM) for the treatment of epilepsy; and GABAB PAM for the treatment of pain, anxiety, overactive bladder, and addiction, as well as substance use disorder. Addex Therapeutics Ltd has license and collaboration agreement with Janssen Pharmaceuticals Inc. for the discovery, development, and commercialization of novel mGlu2 PAM compounds for the treatment of CNS and related diseases; license and research agreement with Indivior PLC discovery, development, and commercialization of novel GABAB PAM compounds for the treatment of addiction and other CNS diseases; and The CharcotMarieTooth Association to evaluate the role of GABAB PAM compounds in preclinical models of CMT1A. The company was formerly known as Addex Pharmaceuticals Ltd. Addex Therapeutics Ltd was founded in 2002 and is based in Geneva, Switzerland.",1.934,N/A,-127.666664,N/A,8431898,1068880,-0.014,-19.81,-0.06,N/A,544.549,-70.384,1379932,N/A,2.04,-1.25836,-8.095201
"Aethlon Medical, Inc.",AEMD,United States,Medical Devices,Healthcare,"Aethlon Medical, Inc., a medical therapeutic company, focuses on developing products to treat cancer and life-threatening infectious diseases in the United States. It develops Hemopurifier, a clinical-stage immunotherapeutic device for cancer and life-threatening viral infections and use in organ transplantation. The company was founded in 1984 and is based in San Diego, California.",1.655,N/A,-0.14626782,0.82144004,8289510,13937300,0.625,-3.85,-3.51,N/A,N/A,0.098,N/A,9.985,N/A,-0.50463,-1.05377
Affimed N.V.,AFMD,Germany,Biotechnology,Healthcare,"Affimed N.V., a clinical-stage biopharmaceutical company, focuses on discovering and developing cancer immunotherapies in the United States and Germany. The company's lead product candidates include AFM13 that has completed Phase 2 clinical trial for CD30-positive lymphoma, Phase Ib clinical trial for hodgkin lymphoma, and completed Phase IIb clinical study for peripheral T-cell lymphoma; AFM24, a tetravalent, bispecific epidermal growth factor receptor, and CD16A-binding innate cell engager, which is in Phase IIa clinical trial for the treatment of advanced cancers; and AFM28, an innate cell engager (ICE), which is in preclinical development for the treatment acute myeloid. It develops AFM32, an ICE candidate that is in preclinical development for the treatment of solid tumors. It has collaboration with Artiva Biotherapeutics to develop the combination of acimtamig and AlloNK; license and strategic collaboration agreement with Roivant Sciences Ltd. to develop and commercialize novel ICE molecules, including AFM32, in oncology; and strategic collaboration agreement with Genentech for the development of certain product candidates, which includes novel NK cell engager-based immunotherapeutics to treat multiple cancers. The company was formerly known as Affimed Therapeutics B.V. and changed its name to Affimed N.V. in October 2014. Affimed N.V. was founded in 2000 and is headquartered in Mannheim, Germany.",2.124,N/A,-1.3592232,1.5730336,64107536,15227500,2.67,-6.92,-3.09,N/A,3.38,-0.37,9326000,39.522,0.622,-0.46120998,-1.12372
Agenus Inc.,AGEN,United States,Biotechnology,Healthcare,"Agenus Inc., a clinical-stage biotechnology company, discovers and develops immuno-oncology products in the United States and internationally. The company offers Retrocyte Display, an antibody expression platform for the identification of fully human and humanized monoclonal antibodies; and display technologies. It develops QS-21 Stimulon adjuvant, a saponin-based vaccine adjuvant. The company also develops Balstilimab, an anti-PD-1 antagonist that has completed Phase II clinical trial to treat second line cervical cancer; AGEN1181, an antigen 4 (CTLA-4) blocking antibody that is in Phase 2 clinical trial for the treatment of pancreatic cancer and and melanoma; AGEN2373, a CD137 monospecific antibody that is in Phase 1b clinical trial; AGEN1423, a CD73/TGFß TRAP antibody; AGEN1571, an ILT2 monospecific antibody that is in Phase 1 clinical trial; and BMS-986442, a TIGIT bispecific antibodies. In addition, it develops INCAGN1876, a GITR agonist; INCAGN2390, a TIM-3 monospecific antibody; INCAGN2385, a LAG-3 monospecific antibody; MK-4830, a monospecific antibody targeting ILT4 that is in Phase 2 clinical trial; UGN-301, a zalifrelimab intravesical solution for the treatment of cancers of the urinary tract that is in a Phase 1 clinical trial; and AGEN1884, a first-generation anti-CTLA-4 monospecific antibody. The company operates under Agenus, MiNK, Prophage, Retrocyte Display, and Stimulon trademarks. It has collaborations with Bristol-Myers Squibb Company, Betta Pharmaceuticals Co., Ltd., Incyte Corporation, Merck Sharpe & Dohme, and Gilead Sciences, Inc. The company was formerly known as Antigenics Inc. and changed its name to Agenus Inc. in January 2011. Agenus Inc. was founded in 1994 and is headquartered in Lexington, Massachusetts.",1.317,N/A,-0.6057792,N/A,126627048,21571900,-11.422,-11.14,-9.69,N/A,0.848,-1.368,159630000,N/A,8.024,-0.21038,N/A
"Agios Pharmaceuticals, Inc.",AGIO,United States,Biotechnology,Healthcare,"Agios Pharmaceuticals, Inc., a biopharmaceutical company, discovers and develops medicines in the field of cellular metabolism in the United States. Its lead product includes PYRUKYND (mitapivat), an activator of wild-type and mutant pyruvate kinase (PK), enzymes for the treatment of hemolytic anemias. The company develops AG-946, a PK activator for treating lower-risk myelodysplastic syndrome and hemolytic anemias; and AG-181, a phenylalanine hydroxylase stabilizer for the treatment of phenylketonuria. Its preclinical product is siRNA for the treatment of polycythemia vera, a rare blood disorder. Agios Pharmaceuticals, Inc. was incorporated in 2007 and is headquartered in Cambridge, Massachusetts.",0.783,N/A,-7.634426,4.010161,2649511680,56893100,11.613,-6.55,-6.1,-0.24,68.493,-5.373,31306000,9.783,0.557,-0.27247998,-0.44922
AdaptHealth Corp.,AHCO,United States,Medical Devices,Healthcare,"AdaptHealth Corp., together with its subsidiaries, sells home medical equipment (HME), medical supplies, and home and related services in the United States. The company provides sleep therapy equipment, supplies, and related services, such as CPAP and bi-PAP services to individuals suffering from obstructive sleep apnea; medical devices and supplies, including continuous glucose monitors and insulin pumps for the treatment of diabetes; HME to patients discharged from acute care and other facilities; oxygen and related chronic therapy services in the home; and other HME devices and supplies on behalf of chronically ill patients with wound care, urological, incontinence, ostomy, and nutritional supply needs. It also offers wheelchairs, hospital beds, oxygen concentrators, CPAP masks and related supplies, wound care supplies, diabetes management supplies, wheelchair cushion accessories, orthopedic bracing, breast pumps and supplies, walkers, commodes and canes, and nutritional and incontinence supplies. The company services beneficiaries of Medicare, Medicaid, and commercial insurance payors. The company is headquartered in Plymouth Meeting, Pennsylvania.",1.124,N/A,10.144232,0.9190696,1418658560,134470000,11.479,-5.22,1.04,1.22,1.085,5.344,3260737024,149.332,24.428,0.03711,-0.37344003
"Ainos, Inc.",AIMD,United States,Medical Devices,Healthcare,"Ainos, Inc., a healthcare company, engages in developing medical technologies for point-of-care testing and safe and novel medical treatment for disease indications. The company offers COVID-19 antigen rapid test kit and Ainos' cloud-based test management App, a cloud-based test management platform comprising an antigen rapid test kit, a personal application, and an enterprise app; COVID-19 nucleic acid test; volatile organic compounds point-of-care testing; Very Low-Dose Oral Interferon Alpha, a low-dose oral interferon alpha formulation based IFN-a's broad treatment applications; and Synthetic RNA developing a SRNA technology platform in Taiwan. It also provides women's health, pneumonia, Ainos Pen, AI Nose, and other products. Ainos, Inc. was formerly known as Amarillo Biosciences, Inc. and changed its name to Ainos, Inc. in May 2021. The company was incorporated in 1984 and is based in San Diego, California.",1.384,N/A,N/A,0.24224046,5462833,8045410,2.803,-3.21,N/A,N/A,170.247,-1.178,65122,67.099,0.013,-0.25614,-0.60305
"AirSculpt Technologies, Inc.",AIRS,United States,Medical Care Facilities,Healthcare,"AirSculpt Technologies, Inc., together with its subsidiaries, focuses on operating as a holding company for EBS Intermediate Parent LLC that provides body contouring procedure services in the United States. The company offers AirSculpt, a next-generation body contouring procedure that removes unwanted fat and tightens skin in a minimally invasive procedure. It also provides AirSculpt+, a procedure that permanently removes fat and tightens the skin with unparalleled precision and finesse; and AirSculpt Smooth, an advanced cellulite removal tool. In addition, it provides fat removal procedures across treatment areas, such as the stomach, back, and buttocks; and fat transfer procedures that use the patient's own fat cells to enhance the breasts, buttocks, hips, or other areas. The company's body contouring procedures also include the Power BBL, a Brazilian butt lift procedure; the Up a Cup, a breast enhancement procedure; and the Hip Flip, an hourglass contouring procedure. It operates various centers. The company was founded in 2012 and is headquartered in Miami Beach, Florida.",1.653,N/A,224.5,3.0399456,258588512,57592100,1.477,-0.06,0.02,-1.12,1.809,17.928,193024992,118.168,3.373,0.024519999,-0.04106
