symbol,company,10차표준(세분류),주요상품,영업현황
A000230,일동홀딩스,완제 의약품 제조업,"의약품 제조,도매","
매출 감소, 영업이익 소폭 개선

동사는 지주회사로서 일동제약(주), 일동바이오사이언스(주), 아이디언스(주)를 포함하여 총 9개의 사업부문을 이루고 있 2016년 08월 01일(분할기준일) 인적 및 물적 분할됨에 따라 투자, 브랜드수수료, 경영자문수수료, 임대수익 등 지주회사 사업을 영위하고 있음. 매년 종속기업 및 관계기업 투자주식 및 개발비의 손상여부를 검토하고 있음. 손상의 징후가 있는 자산은 개별로 회수 가능액을 산정하여 손상검사를 하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 5.5% 감소, 영업손실은 19.2% 감소, 당기순손실은 41.8% 감소. 회사채 발행시장의 침체 등 불안한 자금시장 상황하에서도 장기저리의 은행권 일반대출을 통하여 차입금의 적절한 장단기(장기 약 12%, 단기 약 88%) 비율을 유지하고 있음. 일동제약그룹 전반에 걸쳐 “ID 4.0”이라는 새로운 체계를 마련하고, 매출과 이익 등 실질적인 경영실적 향상 등에 주력하고 있음.

"
A365330,에스와이스틸텍,구조용 금속제품 제조업,데크플레이트,#N/A
A251120,바이오에프디엔씨,기초 의약물질 및 생물학적 제제 제조업,식물세포 유래 유효물질 및 약리물질,"
꾸준한 흑자 경영 기록

동사는 2022년 기술특례상장으로 코스닥시장에 상장하였으며, 식물세포 유래 유효물질 및 약리물질 연구개발 및 생산을 주사업으로 영위하고 있음. 250여종의 세계 최대식물세포를 보유하고 있으며, 세계 최초로 식물세포 동결보존에 성공하여 식물세포를 지속적으로 활용할 수 있는 Plant Cell Banking 시스템을 구축함. 식물세포 유래 줄기세포 촉진제, 배뇨 개선제/요실금 치료제, 위염/위암 치료제 등의 상업화를 계획하고 있음.2023년 12월 전년동기 대비 별도기준 매출액은 1.7% 감소, 영업이익은 3.1% 증가, 당기순이익은 28.8% 증가. 주요 제품인 Plant Cell, GFX, 연구용역 등의 매출이 꾸준히 증가추세에 있으며, 매출 상위 약 70%이상인 업체들과 안정적인 거래관계를 유지하고 있음. 프랑스의 Givaudan로부터 향기 관련 식물세포주 개발을 의뢰받아 진행 중이며, 국내에서는 대상홀딩스와 식물세포주 개발용역계약을 맺고 진행중임.

"
A330350,위더스제약,완제 의약품 제조업,의약품 제조 및 도소매(순환기용제 등),"
특허 출원으로 경쟁력 확보 예정

동사는 ETC를 중심으로 완제 의약품을 생산하는 제약회사로서 전문의약품 생산 및 판매를 주요 사업으로 영위하고 있음. 고령화 및 만성질환의 주요 질환을 타겟으로 하는 순환기계, 근골격계, 소화기계, 항생제, 중추신경계 의약품을 중심으로 생산하고 있음. 주요 제품으로는 순환기용제(아토렌정, 브이디핀정 등), 근골격용제(레토나제정), 소화기용제(에스라졸정 등), 기타 처방의약품(콜리린연질캡슐 등) 등이 있음.2023년 12월 전년동기 대비 별도기준 매출액은 23.9% 증가, 영업이익은 62.1% 증가, 당기순이익은 221.1% 증가. 순환기용제에 강점을 갖고 있으며, 당 분기 매출액의 약 27% 이상 시현함. 주요 제품인 고지혈증치료제(아토렌정)는 매출액 3,676백만원 달성함. 노인성 질환과 관련한 의약품 라인업 확대를 위해 개량신약에 대한 연구개발계획을 수립하였으며, 준비 중인 개량신약에 대한 특허 연계와 제품 라인업 강화 예정.

"
A403490,우듬지팜,"과실, 채소 가공 및 저장 처리업","스테비아 토마토, 대추방울 토마토, 완숙 토마토 등",#N/A
A417840,저스템,반도체 및 디스플레이 제조용 기계 제조업,반도체 습도제어 System,"
업계 경쟁우위 확보

동사는 2016년 설립되었으며, 반도체 제조 과정에서 반도체 수율을 향상 시키기 위하여 N₂Purge 기능이 포함된 제품(LPM & BIP)을 생산 및 판매하고 있음. 국내 최초로 제품 양산을 시작하였으며, 현재는 국내 점유율 1위 및 해외 점유율 70% 이상을 차지하고 있음. 고객사 Model별 요구에 대응할 수 있는 방안을 구축하여 현재까지 약 100종 이상의 고객 맞춤형 LPM개발 및 납품을 진행함.2023년 12월 연결기준 매출액 359억원, 영업이익은 3억원, 당기순손실 33억원을 기록함. 전년 동기와 비교하여 해외 매출이 크게 감소하였으며, 더불어 인건비 및 연구개발비 등의 비용 증가의 영향으로 수익성이 악화됨. 반도체 생산 Top 3 기업에 N₂ LPM을 공급하는 회사는 동사가 유일하며, Global 판매 실적 또한 압도적인 점유율을 보이고 있음.

"
A006370,대구백화점,대형 종합 소매업,"백화점운영,임대사업(백화점 코너)","
장기차입금의 증가

동사는 1969년 설립되어, 1988년 10월 주식을 한국래소에 상장하였음. 지배회사인 대구백화점은 대구지역에 유통부문 사업을 영위하고 있으며, 연결종속회사인 대백아울렛은 부동산임대업을 영위하고 있음. 점별 특성에 따른 차별화 MD 전략, 차별화된 신규 상품 개발로 선진 MD 실현 등 변화를 모색 중이며 라이프스타일 선도를 통한 회사 브랜드 가치 증대를 계획 중임.2023년 12월 전년동기 대비 연결기준 매출액은 10.9% 감소, 영업손실은 7.1% 감소, 당기순손실은 59.5% 증가. 장기차입금의 증가로 인해 부채비율이 전기 대비 33.5%p 증가하였음. 부채비율 감소를 위해 대구백화점 본점 부동산 매각을 진행하고 있음. 하나은행 외 14개 금융기관에서 891억을 장기차입하였으며, 하나은행 외 15개 새마을금고에 유동성장기부채 508억을  상환하였음.

"
A196300,애니젠,기초 의약물질 및 생물학적 제제 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,"
매출 감소 영업손실 확대

광주광역시에 본사를 두고 있는 동사는 2000년 설립되어 펩타이드 기반 신약을 개발하는 기업이며, 2016년 기술특례로 코스닥시장에 상장함. 독자적인 펩타이드 제조기술을 개발하였으며, GMP 생산시설인 장성제1공장, 오송제2공장을 보유하고 있음. APsoluT(AGM-330) 플랫폼 기술을 기반으로 유방암, 위암, 대장암 또는 바이러스 등의 신약 후보물질을 발굴 및 핵심 파이프라인을 구축한 상태임.2023년 12월 전년동기 대비 별도기준 매출액은 35.2% 감소, 영업손실은 55.3% 증가, 당기순손실은 46.3% 증가. 신약개발 시장 침체로 인해 동사 CDMO 매출 감소가 있었으며, 신약개발을 위한 투자로 인해 영업손실이 증가했음. 2024년에는 바이오시장의 투자 활성화와 신규거래처 발굴 등으로 매출 및 이익향상이 기대되며, 매출 회복세를 예상하고 있음.

"
A294090,이오플로우,기타 의료용 기기 제조업,웨어러블 인슐린펌프,"
고비용 문제 해결이 필요

동사는 2011년 9월 27일 설립되었으며, 전기화학기술과 정밀전자기계기술을 바탕으로 의료용 웨어러블 약물 주입기 및 관련 시스템, 소프트웨어 제품을 개발, 제조함. 현재 주력 제품은 대표적인 만성 소모성 질환 중 하나인 당뇨 시장 내에서 인슐린 주입이 필요한 환자를 대상으로 하는 스마트 웨어러블 시스템으로 제품 포트폴리오가 구성되어 있음. 웨어러블 펌프 제품을 타약물에 적용하는 신사업을 개척하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 1.8% 감소, 영업손실은 14.9% 증가, 당기순손실은 101.7% 증가. 동사는 제2회차 전환사채 상각이자 및 중도상환에 따른 손실, SanPlena, LLC. 등의 지분법손실, 외환차익 감소로 순손실이 확대됨. Patch의 생산라인을 갖추어 시운전 중이며, 2023년 3월말 최종 리모델링을 완료 예정, 리모델링 후 K-GMP인증을 획득하여 차제 생산라인을 구축할 예정임.

"
A037950,엘컴텍,기타 전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL","
매출 증가에도 손익은 악화

전자부품 제품 제조 및 판매업 등을 영위할 목적으로 1991년에 설립되어 2000년 코스닥시장에 상장했고 2013년에 파트론 컨소시엄에 매각됨. 주요 사업은 핸드폰용 카메라 모듈용 렌즈, LED조명 및 임가공 사업으로 구성되어 있으며 몽골지역에서 3개의 탐사권을 확보하며 광산개발 사업도 진행 중임. 당기말 현재 중국현지생산법인 등 총 2개의 연결대상 종속기업을 보유하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 36.1% 증가, 영업이익은 55.4% 감소, 당기순이익은 68.1% 감소. 핸드폰 부품사업은 부진, LED 조명 등 기타 부품사업 호조로 외형이 크게 성장했으나 원가율 악화로 이익 규모가 축소되며 손익 악화. LED 조명사업은 동사의 핵심기술인 BLU사업의 노하우를 바탕으로 하며  신제품 초기대응, 품질 적기대응에 등에 따른 시너지효과가 발생중임.

"
